Frecuencia,Amplitud,Fase,Escala
50294.13043478261,0.000263514,56.922,0.0005
50294.197324414716,0.000264945,57.57,0.0005
50294.26421404682,0.000267865,57.444,0.0005
50294.33110367893,0.000269504,57.42,0.0005
50294.39799331104,0.000271412,57.9,0.0005
50294.464882943146,0.000272812,57.564,0.0005
50294.531772575254,0.000275405,57.438,0.0005
50294.59866220736,0.000273408,57.9,0.0005
50294.66555183946,0.000278475,58.134,0.0005
50294.73244147157,0.00028074,57.294,0.0005
50294.79933110368,0.000278087,57.948,0.0005
50294.866220735785,0.000279846,57.9,0.0005
50294.93311036789,0.000282677,57.672,0.0005
50295.0,0.000282468,57.69,0.0005
